N,P,K,pH,EC,OC,S,Zn,Fe,Cu,Mn,B,OM,Fertility
276.0,6.6,380.0,7.57,0.58,0.88,7.24,0.55,2.53,0.58,7.52,0.5,1.5136,1.0
326.0,6.8,264.0,7.51,0.72,0.68,5.13,0.37,5.95,1.25,15.6,0.4,1.1696,1.0
307.0,7.0,539.0,7.45,0.78,0.49,6.64,0.48,4.6,1.87,12.03,0.27,0.8428,1.0
207.0,7.5,348.0,7.62,0.62,0.1,4.83,0.25,7.56,0.44,7.5,0.53,0.172,0.0
257.0,5.9,602.0,7.66,0.61,0.88,8.14,0.36,3.95,0.98,19.32,0.5,1.5136,0.0
358.0,8.6,517.0,7.78,0.58,0.2,4.52,0.58,5.68,1.05,11.48,0.48,0.344,1.0
3.2188758248682006,4.8,338.0,7.72,0.55,0.39,11.46,0.61,4.55,1.36,9.32,0.25,0.6708,0.0
176.0,4.6,433.0,7.55,0.42,1.17,7.24,0.47,7.23,0.84,7.51,0.32,2.0124,0.0
345.0,5.3,306.0,7.51,0.38,1.07,5.43,0.24,5.91,0.32,6.23,0.55,1.8404,1.0
126.0,6.8,391.0,7.52,0.72,0.88,7.84,0.39,4.21,1.02,8.05,0.67,1.5136,0.0
264.0,7.2,370.0,7.68,0.66,1.27,10.56,0.6,6.52,1.57,11.05,0.4,2.1844,0.0
245.0,7.5,401.0,7.61,0.63,0.78,12.07,0.52,5.27,1.96,6.34,0.29,1.3416,1.0
320.0,8.6,591.0,7.62,0.71,0.1,8.75,0.47,8.26,0.83,12.47,0.53,0.172,1.0
339.0,7.5,517.0,7.78,0.73,0.1,6.94,0.33,9.32,1.25,11.42,0.42,0.172,1.0
333.0,6.8,422.0,7.72,0.82,0.78,11.46,0.32,7.34,1.26,9.5,0.25,1.3416,1.0
264.0,2.91235066461494,517.0,7.68,0.62,0.78,11.46,0.29,10.25,1.06,17.54,0.34,1.3416,1.0
320.0,3.0155349008501706,401.0,7.62,0.68,0.39,4.22,0.26,7.54,0.87,11.63,0.61,0.6708,2.0
289.0,2.9601050959108397,507.0,7.51,0.71,0.88,6.64,0.37,6.32,0.63,10.25,0.36,1.5136,1.0
276.0,2.9014215940827497,591.0,7.48,0.7,0.29,4.52,0.54,7.21,1.25,18.32,0.42,0.4988,1.0
295.0,2.970414465569701,539.0,7.39,0.68,0.68,8.45,0.28,4.02,0.84,4.05,0.29,1.1696,1.0
333.0,3.0349529867072724,370.0,7.45,0.55,0.2,4.83,0.55,8.32,1.25,12.03,0.5,0.344,2.0
351.0,3.068052935133617,718.0,7.58,0.38,1.07,6.64,0.37,4.55,0.83,6.32,0.21,1.8404,2.0
320.0,3.0155349008501706,433.0,7.68,0.42,0.78,3.92,0.48,6.32,1.02,7.54,0.32,1.3416,2.0
339.0,3.0492730404820207,454.0,7.73,0.65,0.88,7.54,0.22,4.21,0.87,13.25,0.46,1.5136,2.0
245.0,7.5,422.0,8.0,0.62,0.39,4.22,0.26,9.05,1.25,9.63,0.34,0.6708,0.0
282.0,9.2,338.0,7.4,0.51,0.2,8.45,0.59,3.22,1.36,14.02,0.61,0.344,1.0
264.0,10.7,444.0,7.8,0.54,0.68,10.86,0.45,8.22,0.91,10.25,0.29,1.1696,1.0
320.0,8.1,422.0,7.6,0.55,0.29,9.95,0.51,6.03,0.84,8.32,0.8,0.4988,1.0
314.0,12.7,359.0,7.5,0.49,0.78,5.13,0.33,4.21,0.53,11.36,0.36,1.3416,1.0
282.0,6.8,338.0,7.8,0.61,0.39,4.52,0.26,7.12,1.22,9.32,0.4,0.6708,1.0
169.0,8.1,370.0,7.9,0.58,1.07,7.24,0.47,10.55,0.78,4.15,0.34,1.8404,0.0
245.0,10.5,327.0,7.4,0.43,0.49,8.75,0.51,4.02,1.02,17.54,0.42,0.8428,1.0
257.0,8.6,380.0,7.5,0.52,0.78,3.62,0.23,6.32,1.36,12.03,0.25,1.3416,1.0
264.0,7.7,465.0,7.6,0.64,0.29,10.86,0.28,8.22,0.84,10.55,0.32,0.4988,1.0
333.0,9.2,380.0,7.4,0.61,0.59,4.52,0.51,4.49,0.49,16.03,0.32,1.0148,1.0
320.0,12.7,348.0,7.3,0.44,0.29,7.84,0.36,5.32,1.05,7.05,0.48,0.4988,1.0
307.0,9.0,370.0,7.2,0.65,0.68,9.95,0.25,9.26,0.78,6.32,0.36,1.1696,1.0
276.0,8.6,338.0,7.1,0.58,1.17,8.45,0.31,7.42,0.64,12.47,0.21,2.0124,1.0
270.0,14.7,465.0,7.4,0.49,0.1,11.16,0.51,3.64,0.59,9.8,0.32,0.172,1.0
282.0,9.9,422.0,7.8,0.43,0.78,4.52,0.27,5.19,1.09,3.59,0.53,1.3416,1.0
301.0,7.2,370.0,7.9,0.47,1.07,7.84,0.38,6.38,0.47,7.51,0.67,1.8404,1.0
295.0,8.1,401.0,7.3,0.44,0.59,8.45,0.54,4.62,1.58,6.3,0.27,1.0148,1.0
307.0,10.1,391.0,7.2,0.53,0.2,6.33,0.27,2.88,0.63,12.05,0.36,0.344,1.0
264.0,10.5,444.0,7.87,0.66,0.39,10.56,0.37,4.1,0.74,14.58,0.4,0.6708,1.0
301.0,9.9,359.0,-0.10536051565782628,0.52,0.88,8.14,0.43,6.33,1.25,8.96,0.32,1.5136,1.0
270.0,9.0,412.0,7.57,0.32,0.68,7.84,0.52,4.58,1.03,11.36,0.25,1.1696,1.0
314.0,8.6,391.0,-0.10536051565782628,0.56,0.98,3.92,0.51,1.78,0.6,7.58,0.21,1.6856,1.0
345.0,8.8,444.0,7.8,0.31,0.78,4.22,0.57,2.91,1.42,19.02,0.55,1.3416,1.0
307.0,8.3,359.0,7.6,0.68,1.07,5.43,0.36,7.82,0.87,13.26,0.67,1.8404,1.0
333.0,8.6,359.0,8.0,0.35,0.68,7.24,0.58,2.55,0.43,12.56,0.42,1.1696,1.0
358.0,6.8,486.0,2.1162555148025524,0.33,0.59,4.83,0.34,9.17,1.05,8.05,0.31,1.0148,1.0
257.0,7.5,507.0,7.3,0.37,0.88,8.45,0.29,4.42,1.25,13.06,0.31,1.5136,1.0
295.0,2.9,612.0,7.85,0.83,0.2,6.33,0.33,8.61,1.88,4.25,0.21,0.344,1.0
276.0,10.7,655.0,2.128231705849268,0.45,1.07,5.13,0.58,3.32,2.01,9.6,0.32,1.8404,1.0
301.0,12.7,422.0,2.191653532286764,0.39,0.49,8.75,0.67,5.91,0.89,13.52,0.44,0.8428,1.0
282.0,15.6,602.0,2.2512917986064953,0.42,0.2,5.13,0.6,5.7,1.07,7.54,0.34,0.344,1.0
295.0,13.4,412.0,2.307572634505085,0.73,0.68,6.33,0.52,3.31,1.89,3.25,0.48,1.1696,1.0
326.0,11.8,444.0,2.3608540011180215,0.88,0.88,8.75,0.43,6.52,0.85,8.05,0.27,1.5136,1.0
358.0,12.5,581.0,2.411439497906128,0.51,0.49,11.16,0.28,4.13,1.23,11.03,0.36,0.8428,2.0
264.0,10.3,475.0,7.49,0.74,0.78,4.22,0.66,9.31,0.78,6.05,0.44,1.3416,1.0
333.0,14.9,422.0,2.1114245875328868,0.48,1.17,8.45,0.51,3.32,1.08,9.21,0.32,2.0124,2.0
320.0,13.8,391.0,7.38,0.65,0.88,11.16,0.39,6.67,0.65,8.12,0.48,1.5136,2.0
282.0,5.5,665.0,7.8,0.44,0.1,8.45,0.45,5.51,0.93,12.36,0.31,0.172,1.0
326.0,10.7,612.0,7.9,0.4,0.49,6.64,0.36,6.4,0.84,6.35,0.48,0.8428,1.0
295.0,11.8,697.0,7.6,0.56,0.68,5.13,-0.16251892949777494,5.72,1.23,11.06,0.27,1.1696,1.0
276.0,6.1,655.0,7.4,0.33,0.2,3.92,0.52,6.67,1.58,7.35,0.34,0.344,1.0
182.0,8.1,370.0,7.5,0.68,0.78,4.52,0.33,3.33,1.04,15.21,0.29,1.3416,0.0
289.0,9.4,634.0,7.1,0.51,0.29,7.24,0.4,9.67,0.68,6.03,0.21,0.4988,1.0
257.0,4.341204640153626,813.0,7.9,0.45,1.07,5.73,0.48,6.51,0.79,4.52,0.31,1.8404,1.0
364.0,7.2,644.0,7.5,0.42,0.88,10.56,0.63,4.42,0.32,12.32,0.32,1.5136,1.0
201.0,9.0,623.0,7.6,0.37,0.2,6.33,0.42,6.52,1.05,5.03,0.25,0.344,0.0
333.0,7.0,676.0,7.3,0.69,1.17,4.83,0.52,3.39,1.45,9.65,0.5,2.0124,1.0
320.0,12.3,676.0,7.9,0.5,0.59,9.95,0.38,8.24,0.96,11.05,0.27,1.0148,1.0
251.0,6.6,444.0,7.5,0.63,0.39,5.43,0.42,1.78,1.03,6.32,0.4,0.6708,0.0
339.0,5.7,697.0,8.0,0.65,0.68,8.75,0.32,6.25,1.85,15.47,0.42,1.1696,1.0
326.0,11.2,539.0,7.3,0.21,0.1,6.33,0.52,4.12,1.49,3.05,0.29,0.172,1.0
289.0,7.5,708.0,2.0918640616783932,0.37,0.59,4.22,0.38,6.58,1.3,12.06,0.46,1.0148,1.0
314.0,9.2,370.0,7.4,0.69,0.39,5.43,0.24,2.51,0.52,11.48,0.32,0.6708,1.0
345.0,8.3,560.0,7.8,0.51,0.2,6.94,0.39,7.5,1.23,14.21,0.44,0.344,1.0
270.0,6.6,338.0,7.1,0.42,1.07,4.52,0.5,3.02,0.87,9.33,0.36,1.8404,1.0
195.0,4.8,422.0,7.9,0.56,0.88,8.45,0.39,4.51,0.69,6.54,0.48,1.5136,0.0
364.0,12.9,401.0,2.128231705849268,0.54,0.2,9.35,0.45,1.02,1.05,12.03,0.59,0.344,1.0
314.0,8.1,570.0,2.0918640616783932,0.78,0.68,5.13,0.22,2.25,1.56,15.26,0.27,1.1696,1.0
358.0,7.2,327.0,2.1041341542702074,0.5,0.29,7.24,0.37,3.15,0.86,6.32,0.21,0.4988,1.0
257.0,11.2,412.0,8.0,0.31,1.07,5.43,0.45,6.21,1.32,11.54,0.29,1.8404,0.0
245.0,5.9,686.0,7.9,0.56,0.68,7.84,0.61,7.45,1.47,9.03,0.53,1.1696,0.0
276.0,5.5,348.0,7.3,0.62,0.2,3.92,0.28,5.32,0.74,2.78,0.4,0.344,1.0
326.0,11.2,708.0,7.4,0.55,0.59,5.43,0.32,6.03,0.86,13.26,0.31,1.0148,1.0
282.0,5.3,834.0,7.5,0.58,0.39,9.35,0.28,2.15,1.32,7.05,0.53,0.6708,1.0
270.0,6.1,697.0,7.0,0.4,0.68,6.64,0.51,2.14,0.96,9.21,0.52,1.1696,1.0
295.0,4.4,634.0,7.9,0.53,1.17,5.13,0.46,3.21,1.25,14.05,0.48,2.0124,1.0
289.0,5.7,612.0,7.5,0.67,0.59,11.76,0.39,5.21,1.3,2.68,0.44,1.0148,1.0
314.0,11.8,359.0,7.6,0.52,1.27,6.33,0.52,2.15,0.86,3.59,0.27,2.1844,1.0
245.0,6.6,655.0,7.8,0.59,0.1,5.13,0.3,1.05,0.59,7.12,0.55,0.172,0.0
257.0,7.2,697.0,7.9,0.64,0.78,6.64,0.29,2.06,0.47,16.03,0.73,1.3416,0.0
301.0,6.4,327.0,2.0918640616783932,0.67,0.39,9.05,0.32,3.32,0.9,14.59,0.5,0.6708,1.0
351.0,12.3,475.0,7.4,0.45,0.88,8.45,0.47,1.58,1.59,2.15,0.46,1.5136,1.0
276.0,7.2,348.0,7.5,0.69,0.2,10.26,0.56,2.69,1.36,9.32,0.29,0.344,1.0
264.0,6.1,644.0,7.6,0.33,0.68,9.95,0.28,3.21,1.87,11.05,0.32,1.1696,0.0
358.0,11.4,401.0,7.8,0.54,0.49,8.45,0.31,3.57,0.86,7.36,0.21,0.8428,1.0
220.0,7.0,634.0,7.9,0.62,0.1,4.52,0.22,2.6,1.59,14.52,0.53,0.172,0.0
270.0,7.7,771.0,7.1,0.2,0.78,8.75,0.35,7.32,2.02,19.03,0.44,1.3416,1.0
245.0,5.5,391.0,7.8,0.54,0.29,11.46,0.39,6.21,1.45,11.25,0.29,0.4988,0.0
251.0,6.4,655.0,7.5,0.68,1.07,4.52,0.28,4.51,0.63,2.69,0.46,1.8404,0.0
301.0,8.1,729.0,7.6,0.36,0.88,7.84,0.54,5.32,0.85,8.12,0.34,1.5136,1.0
270.0,11.8,781.0,7.4,0.46,1.17,9.95,0.33,6.02,1.09,13.25,0.32,2.0124,1.0
257.0,6.6,401.0,7.9,0.61,0.1,8.45,0.38,4.96,1.57,9.36,0.5,0.172,0.0
264.0,7.9,380.0,7.2,0.33,0.88,11.16,0.49,3.51,0.96,10.85,0.21,1.5136,1.0
276.0,11.2,475.0,7.5,0.35,0.39,4.52,0.52,6.32,0.54,8.62,0.34,0.6708,1.0
270.0,8.6,454.0,7.52,0.41,0.68,7.84,0.66,4.21,1.08,11.47,0.44,1.1696,1.0
213.0,7.5,306.0,7.63,0.51,0.59,8.45,0.39,3.2,1.77,9.63,0.32,1.0148,0.0
157.0,6.8,760.0,7.71,0.73,0.2,6.33,0.54,1.6,0.39,18.05,0.36,0.344,0.0
207.0,7.5,306.0,7.72,0.72,0.39,10.56,0.26,3.25,1.25,4.85,0.21,0.6708,0.0
151.0,7.2,465.0,7.53,0.43,1.17,8.14,0.37,4.15,0.98,7.32,0.34,2.0124,0.0
201.0,7.7,507.0,7.82,0.43,0.78,7.84,0.55,6.32,0.63,13.85,0.25,1.3416,0.0
220.0,9.0,338.0,7.52,0.84,0.1,3.92,0.42,2.85,1.54,11.25,0.17,0.172,0.0
207.0,8.6,454.0,7.44,0.41,0.88,4.22,0.6,3.02,0.87,6.32,0.5,1.5136,0.0
151.0,7.9,380.0,7.42,0.62,0.29,5.43,0.28,4.15,0.63,7.54,0.25,0.4988,0.0
163.0,6.1,296.0,7.34,0.44,0.39,7.24,0.33,9.62,0.42,15.22,0.53,0.6708,0.0
276.0,8.6,486.0,7.52,0.52,0.68,4.83,0.38,4.15,1.02,9.02,0.27,1.1696,1.0
270.0,8.3,465.0,7.29,0.63,0.1,8.45,0.45,7.62,1.63,11.52,0.42,0.172,1.0
69.0,8.1,422.0,7.42,0.53,0.59,6.33,0.41,3.52,0.89,18.63,0.32,1.0148,0.0
307.0,4.635699391022914,232.0,7.25,0.82,0.49,5.13,0.27,6.25,1.02,10.25,0.21,0.8428,1.0
3.4339872044851463,4.368181227851829,433.0,7.72,0.62,0.29,8.75,0.33,4.05,0.54,6.32,0.25,0.4988,0.0
320.0,4.152613470346076,306.0,7.61,0.42,1.07,10.86,0.28,8.35,0.78,7.54,0.53,1.8404,1.0
314.0,4.117409835153096,359.0,7.35,0.42,0.88,5.13,0.56,3.14,1.02,14.02,0.59,1.5136,1.0
270.0,4.251348311031766,750.0,7.77,0.34,0.39,6.33,0.35,6.52,1.86,18.52,0.27,0.6708,1.0
276.0,4.219507705176107,296.0,7.65,0.53,0.68,8.75,0.29,4.12,1.32,11.25,0.4,1.1696,1.0
270.0,4.186619838331271,306.0,8.02,0.64,0.2,11.16,0.36,8.06,0.93,9.62,0.53,0.344,1.0
69.0,4.312140507209715,454.0,7.72,0.56,0.59,7.54,0.24,3.45,1.25,8.05,0.21,1.0148,0.0
276.0,4.395682961121367,380.0,7.71,0.71,0.78,3.92,0.35,2.21,1.54,4.51,0.5,1.3416,1.0
270.0,4.219507705176107,317.0,7.51,0.53,1.07,8.45,0.28,1.59,0.84,6.32,0.25,1.8404,1.0
301.0,4.152613470346076,327.0,7.7,0.53,0.88,4.22,0.57,6.32,1.25,14.25,0.32,1.5136,1.0
270.0,4.251348311031766,401.0,7.51,0.7,1.17,6.64,0.49,4.02,0.36,7.54,0.36,2.0124,1.0
276.0,4.117409835153096,422.0,7.44,0.54,0.88,4.83,0.26,1.87,0.87,11.25,0.21,1.5136,1.0
107.0,4.312140507209715,486.0,7.53,0.58,0.68,6.94,0.35,6.25,1.25,8.32,0.29,1.1696,0.0
75.0,4.0809215418899605,549.0,7.5,0.46,0.1,10.56,0.28,3.05,0.93,6.32,0.69,0.172,0.0
207.0,4.312140507209715,686.0,7.41,0.57,1.07,4.22,0.51,4.2,1.25,9.25,0.46,1.8404,1.0
100.0,4.312140507209715,412.0,7.51,0.45,0.78,7.54,0.26,3.54,1.63,14.25,0.29,1.3416,0.0
207.0,4.368181227851829,718.0,7.29,0.52,0.2,5.43,0.37,6.02,0.85,18.22,0.46,0.344,1.0
144.0,4.395682961121367,401.0,7.41,0.61,0.68,6.64,0.44,7.51,1.25,10.25,0.34,1.1696,0.0
213.0,4.592084946439436,359.0,7.34,0.82,0.88,3.92,0.51,3.21,1.03,3.28,0.63,1.5136,1.0
201.0,4.312140507209715,454.0,7.33,0.56,0.39,7.84,0.28,6.54,1.87,9.63,0.29,0.6708,1.0
151.0,4.448516375942715,422.0,2.0943301541735866,0.46,0.49,9.65,0.36,7.02,0.84,14.52,0.55,0.8428,0.0
144.0,4.251348311031766,581.0,7.43,0.53,0.29,5.13,0.29,5.12,1.25,10.25,0.61,0.4988,0.0
282.0,4.282206299391671,549.0,7.62,0.63,0.1,3.32,0.37,6.32,1.63,7.54,0.46,0.172,1.0
207.0,4.341204640153626,560.0,7.42,0.42,0.78,7.54,0.48,4.15,1.02,13.25,0.29,1.3416,1.0
220.0,9.0,454.0,7.03,0.53,0.68,3.62,0.22,9.03,1.87,10.58,0.21,1.1696,0.0
276.0,12.9,401.0,7.91,0.52,0.2,7.54,0.26,2.15,0.84,6.33,0.71,0.344,1.0
282.0,13.2,433.0,7.02,0.81,0.1,4.22,0.37,6.32,0.93,14.25,0.29,0.172,1.0
264.0,12.1,560.0,7.44,0.53,1.07,10.86,0.48,1.25,1.02,10.25,0.42,1.8404,1.0
195.0,9.4,539.0,7.58,0.76,0.88,8.75,0.56,7.02,1.33,7.54,0.34,1.5136,0.0
188.0,9.2,444.0,7.32,0.49,0.59,3.92,0.52,3.25,1.58,6.32,0.74,1.0148,0.0
226.0,9.0,422.0,7.43,0.71,0.88,8.14,0.48,5.22,0.78,9.25,0.42,1.5136,0.0
213.0,9.6,729.0,7.8,0.49,0.2,4.22,0.37,8.33,0.65,10.25,0.29,0.344,0.0
201.0,9.0,454.0,7.01,0.47,0.68,6.64,0.54,1.56,1.25,8.54,0.46,1.1696,0.0
207.0,7.7,465.0,7.51,0.62,0.29,4.83,0.28,6.32,0.98,15.26,0.32,0.4988,0.0
220.0,12.3,760.0,7.02,0.65,0.24,3.173878458937465,0.16,0.76,0.36,4.65,0.53,0.4128,0.0
276.0,9.4,486.0,7.04,0.74,0.24,3.173878458937465,0.16,0.76,0.36,4.65,0.53,0.4128,1.0
226.0,10.3,612.0,7.05,0.48,0.41,4.5,0.31,0.44,0.44,6.2,0.71,0.7052,0.0
207.0,9.4,813.0,7.01,0.38,0.46,9.9,0.39,0.39,0.52,5.37,0.64,0.7912,1.0
270.0,11.4,655.0,7.05,0.62,0.51,7.1,0.44,1.11,0.23,1.88,0.1570037488096647,0.8772,1.0
295.0,10.7,644.0,7.08,0.73,0.57,6.7,0.44,0.42,0.51,6.33,0.85,0.9804,1.0
238.0,8.3,412.0,7.06,0.36,0.7,4.6,0.31,0.34,0.63,7.13,0.65,1.204,0.0
207.0,9.4,444.0,7.1,0.64,0.51,10.8,0.38,0.27,0.61,6.41,0.77,0.8772,0.0
182.0,9.2,465.0,7.4,0.6,0.51,6.8,0.42,1.24,0.31,10.23,0.84,0.8772,0.0
232.0,8.8,665.0,7.5,0.37,0.41,4.7,0.5,0.21,0.21,2.11,0.51,0.7052,0.0
289.0,10.7,475.0,7.35,0.63,0.24,3.7,0.4,0.31,0.38,6.11,0.31,0.4128,1.0
195.0,12.5,507.0,7.34,0.51,0.46,4.8,0.36,0.51,0.35,10.22,0.52,0.7912,0.0
207.0,10.7,391.0,7.29,0.82,0.62,4.7,0.41,1.09,0.42,3.52,0.91,1.0664,0.0
238.0,9.9,623.0,7.28,0.58,0.27,3.3945083935113587,0.23,0.65,0.23,4.79,0.5,0.4644,0.0
201.0,11.4,834.0,7.25,0.47,0.41,5.4,0.41,0.61,0.24,6.62,0.52,0.7052,0.0
345.0,9.6,422.0,7.37,0.49,0.38,7.1,0.37,1.71,0.27,6.23,0.77,0.6536,1.0
238.0,10.3,454.0,7.41,0.66,0.68,2.7,0.4,1.32,0.38,3.12,0.85,1.1696,0.0
201.0,10.5,444.0,7.28,0.88,0.46,6.6,0.34,1.31,0.47,6.33,0.77,0.7912,0.0
232.0,9.9,454.0,7.45,0.39,0.65,6.6,0.42,3.11,0.39,1.17,0.25464221837358075,1.118,0.0
314.0,8.3,486.0,7.41,0.42,0.57,5.9,0.35,1.02,0.41,9.86,0.71,0.9804,1.0
245.0,9.2,391.0,7.58,0.81,0.84,2.8390784635086144,0.31,1.22,0.44,3.14,0.87,1.4448,0.0
351.0,7.2,581.0,7.8,0.56,0.54,8.4,0.42,1.12,0.33,1.11,0.12221763272424911,0.9288,1.0
264.0,9.9,454.0,7.4,0.33,0.73,5.1,0.42,0.81,0.23,4.0,0.36464311358790924,1.2556,1.0
364.0,7.0,391.0,7.9,0.57,0.51,6.7,0.34,0.53,0.31,1.72,0.19885085874516517,0.8772,1.0
377.0,8.1,549.0,7.5,0.62,0.32,12.7,0.28,0.96,0.26,3.31,0.43,0.5504,1.0
282.0,5.3,697.0,7.6,0.58,0.46,6.4,0.3,0.34,0.22,1.88,0.07,0.7912,1.0
276.0,8.6,570.0,7.5,0.36,0.59,3.4,0.42,0.79,0.2,3.16,0.3074846997479607,1.0148,1.0
320.0,3.9,507.0,7.4,0.34,0.51,4.7,3.7376696182833684,3.784189633918261,0.42,1.22,0.1570037488096647,0.8772,1.0
276.0,7.9,433.0,7.9,0.61,0.41,5.9,0.4,0.41,0.22,1.21,1.12,0.7052,1.0
370.0,12.7,317.0,2.0918640616783932,0.52,0.46,6.7,0.24,0.52,0.27,1.31,0.20701416938432612,0.7912,2.0
207.0,7.0,623.0,7.5,0.59,0.43,8.9,0.42,0.62,0.27,3.11,0.27763173659827955,0.7396,0.0
169.0,6.8,602.0,2.1162555148025524,0.44,0.22,4.1,0.37,0.24,0.33,3.42,0.7561219797213337,0.3784,0.0
345.0,4.4,686.0,8.0,0.56,0.35,7.7,0.4,0.22,0.24,2.71,1.12,0.602,1.0
333.0,7.2,560.0,7.6,0.51,0.59,5.9,0.4,0.81,0.24,1.13,0.35065687161316933,1.0148,1.0
188.0,11.4,602.0,7.9,0.6,0.51,3.7,0.41,0.62,0.34,2.44,0.6312717768418578,0.8772,0.0
364.0,6.8,444.0,7.5,0.55,3.1780538303479458,8.2,3.6375861597263857,3.5263605246161616,0.21,4.14,0.1906203596086497,3.720378121173307,1.0
326.0,10.1,803.0,7.4,0.53,0.57,6.0,0.37,0.98,0.37,1.43,0.25464221837358075,0.9804,1.0
351.0,8.1,570.0,7.3,0.3,0.51,4.7,0.34,0.3,0.41,4.23,0.7466879474879751,0.8772,1.0
377.0,5.3,623.0,7.2,0.58,0.32,9.9,0.09,0.9,0.21,0.11,0.43,0.5504,1.0
307.0,8.6,750.0,7.4,0.63,0.73,4.4,0.38,0.58,0.32,3.31,0.86,1.2556,1.0
295.0,12.5,560.0,7.9,0.51,0.51,3.0633909220278057,0.13,1.06,0.22,1.42,0.15,0.8772,1.0
213.0,7.0,718.0,7.5,0.47,0.3,1.8,0.22,1.29,0.09,3.09,0.33,0.516,0.0
226.0,4.4,760.0,7.8,0.32,0.57,5.9,0.42,0.21,0.22,3.41,0.73,0.9804,0.0
301.0,7.2,528.0,7.9,0.59,0.51,5.3,0.35,0.31,0.23,4.43,0.71,0.8772,2.0
314.0,6.8,602.0,7.4,0.55,0.19,2.8449093838194073,0.2,0.73,0.25,3.4339872044851463,0.47,0.3268,2.0
270.0,10.5,475.0,7.8,0.37,0.51,7.1,0.34,1.13,0.22,4.66,0.61,0.8772,2.0
295.0,7.9,623.0,7.3,0.54,0.19,2.833213344056216,0.13,4.82,0.17,10.6,0.25,0.3268,1.0
245.0,7.5,570.0,7.0,0.69,0.51,8.8,0.19,1.47,0.24,12.59,0.36,0.8772,1.0
282.0,12.9,612.0,7.9,0.51,0.41,6.6,0.41,1.29,0.33,6.21,0.61,0.7052,1.0
264.0,7.7,380.0,7.2,0.36,0.32,6.8,0.19,1.02,0.19,18.82,0.46,0.5504,1.0
339.0,8.1,560.0,7.5,0.73,0.54,2.4,0.43,0.6,0.19,2.69,0.26236426446749106,0.9288,1.0
289.0,7.0,444.0,7.6,0.58,0.46,4.7,0.46,1.09,0.27,6.31,0.35,0.7912,1.0
320.0,4.186619838331271,528.0,7.5,0.52,0.49,1.5,0.11,1.14,0.2,13.92,0.29,0.8428,2.0
345.0,4.341204640153626,676.0,7.1,0.7,0.38,8.2,0.34,0.83,0.27,6.13,0.32,0.6536,2.0
333.0,7.2,549.0,7.4,0.66,0.46,7.2,0.28,1.87,0.27,13.38,0.47,0.7912,1.0
301.0,4.716711560720999,486.0,7.5,0.54,0.43,6.5,0.25,1.57,0.23,18.71,0.35,0.7396,1.0
314.0,7.9,581.0,7.9,0.58,0.49,4.8,0.4,0.68,0.21,8.91,0.2151113796169455,0.8428,1.0
326.0,7.5,612.0,2.1041341542702074,0.5,0.57,1.6,0.22,2.18,0.14,18.06,0.5,0.9804,1.0
358.0,8.3,517.0,2.0918640616783932,0.45,0.46,7.1,0.22,1.61,0.3,13.14,0.41,0.7912,1.0
320.0,6.6,602.0,8.0,0.52,0.35,7.2,0.34,0.49,0.31,1.27,0.47,0.602,1.0
370.0,4.8283137373023015,528.0,2.0918640616783932,0.57,0.51,2.7,0.26,1.85,0.1,0.26,0.38,0.8772,2.0
339.0,6.8,560.0,8.0,0.61,0.62,8.9,0.07,1.5,0.19,3.4170707308184456,0.35,1.0664,1.0
226.0,15.1,549.0,7.2,0.59,0.46,5.1,0.36,1.7,0.29,6.59,0.5247285289349821,0.7912,1.0
326.0,7.5,433.0,2.0918640616783932,0.76,0.41,3.3068867021909143,0.23,1.22,0.38,1.38,0.49,0.7052,1.0
232.0,11.4,570.0,2.0918640616783932,0.54,0.41,7.1,0.31,0.63,0.42,4.32,0.12221763272424911,0.7052,1.0
220.0,7.7,517.0,2.1162555148025524,0.73,0.46,6.4,0.35,0.53,0.42,3.77,0.86,0.7912,0.0
301.0,7.2,591.0,8.0,0.75,0.32,3.4339872044851463,0.19,1.24,0.34,14.31,0.43,0.5504,1.0
351.0,5.7,581.0,7.4,0.61,0.78,5.8,0.44,1.13,0.22,3.0596455992976437,0.3987761199573678,1.3416,1.0
282.0,12.7,465.0,7.5,0.63,0.3,3.1945831322991562,0.09,1.03,0.25,9.35,0.39,0.516,1.0
364.0,7.7,602.0,7.9,0.53,0.32,10.78,0.7,1.21,0.22,7.45,0.34,0.5504,1.0
339.0,11.0,623.0,2.1162555148025524,0.67,0.32,3.7,0.28,1.36,0.18,13.92,0.19,0.5504,2.0
383.0,4.774068722449905,665.0,2.0918640616783932,0.6,0.65,8.7,0.4,0.67,0.34,3.13,0.34358970439007686,1.118,2.0
370.0,7.0,528.0,7.5,0.56,0.73,7.1,0.37,0.74,0.38,1.14,0.30010459245033816,1.2556,1.0
295.0,8.1,803.0,8.0,0.32,0.78,6.7,0.34,0.77,0.18,7.81,0.2151113796169455,1.3416,1.0
270.0,9.4,539.0,2.1162555148025524,0.69,0.76,5.9,0.31,0.81,0.23,1.29,0.79,1.3072,1.0
377.0,8.6,549.0,2.0918640616783932,0.55,0.57,3.8,0.37,1.11,0.21,1.12,0.1570037488096647,0.9804,1.0
220.0,7.2,507.0,8.0,0.38,0.78,4.7,0.4,0.72,0.17,14.02,0.23111172096338664,1.3416,0.0
207.0,11.2,317.0,7.4,0.32,0.62,6.6,0.34,0.78,0.28,1.21,0.49,1.0664,0.0
264.0,7.7,539.0,7.9,0.49,0.65,4.4,0.36,0.83,0.28,1.01,0.57,1.118,1.0
